+-----------------------------------------------------------------------+
| Index | Dimensions |  QueryType |       v |           l |           r |
|  8613 |        100 |          0 |      -  |          -  |          -  |
|  8614 |        100 |          1 |       4 |          -  |          -  |
|  8615 |        100 |          2 |      -  |  0.83574170 |  0.92138332 |
|  8616 |        100 |          3 |       5 |  0.45946133 |  0.62317705 |
|  8617 |        100 |          0 |      -  |          -  |          -  |
|  8618 |        100 |          1 |       5 |          -  |          -  |
|  8619 |        100 |          2 |      -  |  0.60233217 |  0.96168351 |
|  8620 |        100 |          3 |      11 |  0.16206993 |  0.74658561 |
|  8621 |        100 |          0 |      -  |          -  |          -  |
|  8622 |        100 |          1 |       0 |          -  |          -  |
|  8623 |        100 |          2 |      -  |  0.07582928 |  0.70123100 |
|  8624 |        100 |          3 |       4 |  0.11408328 |  0.31155929 |
|  8625 |        100 |          0 |      -  |          -  |          -  |
|  8626 |        100 |          1 |      27 |          -  |          -  |
|  8627 |        100 |          2 |      -  |  0.39014772 |  0.48367453 |
|  8628 |        100 |          3 |       0 |  0.00338339 |  0.66183746 |
|  8629 |        100 |          0 |      -  |          -  |          -  |
|  8630 |        100 |          1 |       4 |          -  |          -  |
|  8631 |        100 |          2 |      -  |  0.63835847 |  0.79301018 |
|  8632 |        100 |          3 |       5 |  0.88909638 |  0.98983771 |
|  8633 |        100 |          0 |      -  |          -  |          -  |
|  8634 |        100 |          2 |      -  |  0.50516886 |  0.85806805 |
|  8635 |        100 |          3 |      11 |  0.13156496 |  0.40830407 |
|  8636 |        100 |          0 |      -  |          -  |          -  |
|  8637 |        100 |          1 |       5 |          -  |          -  |
|  8638 |        100 |          2 |      -  |  0.40156755 |  0.54020989 |
|  8639 |        100 |          3 |       0 |  0.05989054 |  0.06537254 |
|  8640 |        100 |          0 |      -  |          -  |          -  |
|  8641 |        100 |          1 |       5 |          -  |          -  |
|  8642 |        100 |          2 |      -  |  0.17851794 |  0.39031613 |
|  8643 |        100 |          3 |       5 |  0.10902584 |  0.80193603 |
|  8644 |        100 |          0 |      -  |          -  |          -  |
|  8645 |        100 |          1 |       0 |          -  |          -  |
|  8646 |        100 |          2 |      -  |  0.33276120 |  0.87299025 |
|  8647 |        100 |          3 |       0 |  0.33128279 |  0.66369307 |
|  8648 |        100 |          0 |      -  |          -  |          -  |
|  8649 |        100 |          1 |       0 |          -  |          -  |
|  8650 |        100 |          2 |      -  |  0.10075039 |  0.35540521 |
|  8651 |        100 |          3 |       0 |  0.30546114 |  0.52288556 |
|  8652 |        100 |          0 |      -  |          -  |          -  |
|  8653 |        100 |          1 |       5 |          -  |          -  |
|  8654 |        100 |          2 |      -  |  0.29652312 |  0.81365132 |
|  8655 |        100 |          3 |       4 |  0.54050440 |  0.55954814 |
|  8656 |        100 |          0 |      -  |          -  |          -  |
|  8657 |        100 |          1 |       2 |          -  |          -  |
|  8658 |        100 |          2 |      -  |  0.66908026 |  0.75441730 |
|  8659 |        100 |          3 |       5 |  0.73064083 |  0.91790313 |
|  8660 |        100 |          0 |      -  |          -  |          -  |
|  8661 |        100 |          1 |       0 |          -  |          -  |
|  8662 |        100 |          2 |      -  |  0.38263065 |  0.76140290 |
|  8663 |        100 |          3 |       0 |  0.17084557 |  0.66637957 |
|  8664 |        100 |          0 |      -  |          -  |          -  |
|  8665 |        100 |          1 |       0 |          -  |          -  |
|  8666 |        100 |          2 |      -  |  0.33084613 |  0.77621019 |
|  8667 |        100 |          3 |      11 |  0.08879104 |  0.84728253 |
|  8668 |        100 |          0 |      -  |          -  |          -  |
|  8669 |        100 |          1 |       4 |          -  |          -  |
|  8670 |        100 |          2 |      -  |  0.50864100 |  0.82352823 |
|  8671 |        100 |          3 |       5 |  0.52069819 |  0.57077742 |
|  8672 |        100 |          0 |      -  |          -  |          -  |
|  8673 |        100 |          1 |       5 |          -  |          -  |
|  8674 |        100 |          2 |      -  |  0.39518803 |  0.84158576 |
|  8675 |        100 |          3 |       5 |  0.43443838 |  0.60437936 |
|  8676 |        100 |          0 |      -  |          -  |          -  |
|  8677 |        100 |          1 |       0 |          -  |          -  |
|  8678 |        100 |          2 |      -  |  0.67738193 |  0.81603336 |
|  8679 |        100 |          3 |      14 |  0.36811182 |  0.93303406 |
|  8680 |        100 |          0 |      -  |          -  |          -  |
|  8681 |        100 |          1 |       2 |          -  |          -  |
|  8682 |        100 |          2 |      -  |  0.15822971 |  0.19255674 |
|  8683 |        100 |          3 |       5 |  0.11899246 |  0.94122785 |
|  8684 |        100 |          0 |      -  |          -  |          -  |
|  8685 |        100 |          1 |       5 |          -  |          -  |
|  8686 |        100 |          2 |      -  |  0.32179821 |  0.89510483 |
|  8687 |        100 |          3 |       0 |  0.53484994 |  0.64191836 |
|  8688 |        100 |          0 |      -  |          -  |          -  |
|  8689 |        100 |          1 |       5 |          -  |          -  |
|  8690 |        100 |          2 |      -  |  0.01927373 |  0.12051827 |
|  8691 |        100 |          3 |       7 |  0.05020931 |  0.93413031 |
|  8692 |        100 |          0 |      -  |          -  |          -  |
|  8693 |        100 |          1 |       5 |          -  |          -  |
|  8694 |        100 |          2 |      -  |  0.31766048 |  0.74408257 |
|  8695 |        100 |          3 |       0 |  0.42554677 |  0.94805110 |
|  8696 |        100 |          0 |      -  |          -  |          -  |
|  8697 |        100 |          1 |       5 |          -  |          -  |
|  8698 |        100 |          2 |      -  |  0.29378012 |  0.85573447 |
|  8699 |        100 |          3 |      17 |  0.03880562 |  0.83196503 |
|  8700 |        100 |          0 |      -  |          -  |          -  |
|  8701 |        100 |          1 |       5 |          -  |          -  |
|  8702 |        100 |          2 |      -  |  0.53206050 |  0.72328407 |
|  8703 |        100 |          3 |       4 |  0.37484837 |  0.63401806 |
|  8704 |        100 |          0 |      -  |          -  |          -  |
|  8705 |        100 |          1 |      23 |          -  |          -  |
|  8706 |        100 |          2 |      -  |  0.35982832 |  0.79257953 |
|  8707 |        100 |          3 |       7 |  0.32393917 |  0.79586411 |
|  8708 |        100 |          0 |      -  |          -  |          -  |
|  8709 |        100 |          1 |       5 |          -  |          -  |
|  8710 |        100 |          2 |      -  |  0.23596397 |  0.87369722 |
|  8711 |        100 |          3 |       4 |  0.30936590 |  0.66266847 |
|  8712 |        100 |          0 |      -  |          -  |          -  |
|  8713 |        100 |          1 |      16 |          -  |          -  |
|  8714 |        100 |          2 |      -  |  0.32881206 |  0.92779410 |
|  8715 |        100 |          3 |       5 |  0.03877940 |  0.64102787 |
|  8716 |        100 |          0 |      -  |          -  |          -  |
|  8717 |        100 |          1 |       0 |          -  |          -  |
|  8718 |        100 |          2 |      -  |  0.09012827 |  0.96895951 |
|  8719 |        100 |          3 |       0 |  0.15215674 |  0.28660893 |
|  8720 |        100 |          0 |      -  |          -  |          -  |
|  8721 |        100 |          1 |       0 |          -  |          -  |
|  8722 |        100 |          2 |      -  |  0.49726254 |  0.75510812 |
|  8723 |        100 |          3 |       4 |  0.47199249 |  0.56234264 |
|  8724 |        100 |          0 |      -  |          -  |          -  |
|  8725 |        100 |          1 |      24 |          -  |          -  |
|  8726 |        100 |          2 |      -  |  0.02218213 |  0.60114217 |
|  8727 |        100 |          3 |       4 |  0.34425968 |  0.48975757 |
|  8728 |        100 |          0 |      -  |          -  |          -  |
|  8729 |        100 |          1 |       2 |          -  |          -  |
|  8730 |        100 |          2 |      -  |  0.05173511 |  0.95108861 |
|  8731 |        100 |          3 |       5 |  0.78497976 |  0.93620670 |
|  8732 |        100 |          0 |      -  |          -  |          -  |
|  8733 |        100 |          1 |       5 |          -  |          -  |
|  8734 |        100 |          2 |      -  |  0.42980549 |  0.92722940 |
|  8735 |        100 |          3 |       2 |  0.10121429 |  0.26633179 |
|  8736 |        100 |          0 |      -  |          -  |          -  |
|  8737 |        100 |          1 |       6 |          -  |          -  |
|  8738 |        100 |          2 |      -  |  0.01886530 |  0.83678949 |
|  8739 |        100 |          3 |       0 |  0.05509430 |  0.06407667 |
|  8740 |        100 |          0 |      -  |          -  |          -  |
|  8741 |        100 |          1 |       0 |          -  |          -  |
|  8742 |        100 |          2 |      -  |  0.56420320 |  0.96566588 |
|  8743 |        100 |          3 |       5 |  0.04332554 |  0.89380896 |
|  8744 |        100 |          0 |      -  |          -  |          -  |
|  8745 |        100 |          1 |       0 |          -  |          -  |
|  8746 |        100 |          2 |      -  |  0.82952553 |  0.89250100 |
|  8747 |        100 |          3 |       5 |  0.26942372 |  0.88626462 |
|  8748 |        100 |          0 |      -  |          -  |          -  |
|  8749 |        100 |          1 |       0 |          -  |          -  |
|  8750 |        100 |          2 |      -  |  0.33788419 |  0.54125464 |
|  8751 |        100 |          3 |       5 |  0.06015375 |  0.07459795 |
|  8752 |        100 |          0 |      -  |          -  |          -  |
|  8753 |        100 |          1 |      47 |          -  |          -  |
|  8754 |        100 |          2 |      -  |  0.20055082 |  0.32973883 |
|  8755 |        100 |          3 |      12 |  0.14700653 |  0.28421080 |
|  8756 |        100 |          0 |      -  |          -  |          -  |
|  8757 |        100 |          1 |       0 |          -  |          -  |
|  8758 |        100 |          2 |      -  |  0.08059931 |  0.15497237 |
|  8759 |        100 |          3 |       0 |  0.24530335 |  0.91540414 |
|  8760 |        100 |          0 |      -  |          -  |          -  |
|  8761 |        100 |          1 |       7 |          -  |          -  |
|  8762 |        100 |          2 |      -  |  0.43568483 |  0.63729960 |
|  8763 |        100 |          3 |       5 |  0.30363077 |  0.72622877 |
|  8764 |        100 |          0 |      -  |          -  |          -  |
|  8765 |        100 |          1 |       5 |          -  |          -  |
|  8766 |        100 |          2 |      -  |  0.06661598 |  0.39532113 |
|  8767 |        100 |          3 |       5 |  0.31626579 |  0.97554880 |
|  8768 |        100 |          0 |      -  |          -  |          -  |
|  8769 |        100 |          1 |       0 |          -  |          -  |
|  8770 |        100 |          2 |      -  |  0.03344766 |  0.07737324 |
|  8771 |        100 |          3 |       6 |  0.01786591 |  0.56684744 |
